Previous name,Current name,Index,Changed?,Comment
"Hospital Central ""Dr. Ignacio Morones Prieto""","Hospital Central ""Dr. Ignacio Morones Prieto""",1539,,
Hospital Central Militar,Hospital Central Militar,1540,,
Hospital Clinico Universitario de Santiago,Hospital Clinico Universitario de Santiago,1541,,
Hospital Clínico Universitario de Valladolid,Hospital Clínico Universitario de Valladolid,1542,,
Hospital Corporation of America,Hospital Corporation of America,1543,,
Hospital Geral de Fortaleza,Hospital Geral de Fortaleza,1544,,
Hospital Moinhos de Vento,Hospital Moinhos de Vento,1545,,
Hospital Universitario 12 de Octubre,Hospital Universitario 12 de Octubre,1546,,
Hospital Universitario Ramon y Cajal,Hospital Universitario Ramon y Cajal,1547,,
Hospital Universitário Professor Edgard Santos,Hospital Universitário Professor Edgard Santos,1548,,
Hospital de Clínicas Dr. Manuel Quintela,Hospital de Clínicas Dr. Manuel Quintela,1549,,
Hospital do Rim e Hipertensão,Hospital do Rim e Hipertensão,1550,,
"Hospital for Special Surgery, New York","Hospital for Special Surgery, New York",1551,,
Hospital of Southern Norway Trust,Hospital of Southern Norway Trust,1552,,
Hospitales Universitarios Virgen del Rocío,Hospitales Universitarios Virgen del Rocío,1553,,
Hovione Scientia Limited,Hovione Scientia Limited,1554,,
Howard Aizenstein,Howard Aizenstein,1555,,
Howard University,Howard University,1556,,University
Huapont Life Sciences,Huapont Life Sciences,1557,,
Huashan Hospital,Huashan Hospital,1558,,
Hue University of Medicine and Pharmacy,Hue University of Medicine and Pharmacy,1559,,University
"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.","Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",1560,,
"Humacyte, Inc.","Humacyte, Inc.",1561,,
Human Genome Sciences Inc.,Human Genome Sciences Inc.,1562,,
"Human Genome Sciences Inc., a GSK Company",GSK,1315,Changed,
"Humanigen, Inc.","Humanigen, Inc.",1563,,
Humanity and Health Research Centre,Humanity and Health Research Centre,1564,,
Hunter Holmes McGuire VA Medical Center,Hunter Holmes Mcguire Veteran Affairs Medical Center,1565,Changed,
Hunter Holmes Mcguire Veteran Affairs Medical Center,Hunter Holmes Mcguire Veteran Affairs Medical Center,1565,,
Huntington Study Group,Huntington Study Group,1566,,
Hutchinson MediPharma (HMP),Hutchison Medipharma,1567,Changed,
Hutchison Medipharma Limited,Hutchison Medipharma,1567,Changed,
Hvivo,Hvivo,1568,,
Hwang Pacific Foundation,Hwang Pacific Foundation,1569,,
Hyloris Developments SA,Hyloris Developments SA,1570,,
Hyundai Hope On Wheels,Hyundai Hope On Wheels,1571,,
IBSA Institut Biochimique SA,IBSA Institut Biochimique SA,1572,,
ICON Clinical Research,ICON,1573,Changed,
ICON plc,ICON,1573,Changed,
IDRI,IDRI,1574,,
"IFOM, The FIRC Institute of Molecular Oncology","IFOM, The FIRC Institute of Molecular Oncology",1575,,
"IGF Oncology, LLC","IGF Oncology, LLC",1576,,
ILS Clinical Research,ILS Clinical Research,1577,,
IMMUNOe Research Centers,IMMUNOe Research Centers,1578,,
"IMPAX Laboratories, Inc.","IMPAX Laboratories, Inc.",1579,,
INC Research,INC Research,1580,,
INNOVATIVE MEDICINES INITIATIVE and COMBACTE-MAGNET,INNOVATIVE MEDICINES INITIATIVE and COMBACTE-MAGNET,1581,,
INSYS Therapeutics Inc,INSYS Therapeutics Inc,1582,,
IO Biotech,IO Biotech,1583,,
IQVIA,IQVIA,1584,,
IRG,IRG,1585,,
"IRIS Research and Development, LLC","IRIS Research and Development, LLC",1586,,
IRX Therapeutics,IRX Therapeutics,1587,,
ISA Pharmaceuticals,ISA Pharmaceuticals,1588,,
ISA Pharmaceuticals B.V.,ISA Pharmaceuticals,1588,Changed,
ITT Research Institute,ITT Research Institute,1589,,
IWK Health Centre,IWK Health Centre,1590,,
"Ian E. Krop, MD, PhD","Ian E. Krop, MD, PhD",1591,,Doctor
Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,1592,,
"Ichinose, Fumito, M.D., Ph.D., Massachusetts General Hospital","Ichinose, Fumito, M.D., Ph.D., Massachusetts General Hospital",1593,,Doctor
"Iconic Therapeutics, Inc.","Iconic Therapeutics, Inc.",1594,,
Id Care,Id Care,1595,,
"Idera Pharmaceuticals, Inc.","Idera Pharmaceuticals, Inc.",1596,,
Idorsia Pharmaceuticals Ltd.,Idorsia Pharmaceuticals Ltd.,1597,,
Ifakara Health Institute,Ifakara Health Institute,1598,,
"Ignyta, Inc.","Ignyta, Inc.",1599,,
Ilkos Therapeutic Inc.,Ilkos Therapeutic Inc.,1600,,
Illinois Institute of Technology,Illinois Institute of Technology,1601,,
ImClone LLC,ImClone LLC,1602,,
"ImQuest Pharmaceuticals, Inc.","ImQuest Pharmaceuticals, Inc.",1603,,
"ImaginAb, Inc.","ImaginAb, Inc.",1604,,
Imaging Endpoints,Imaging Endpoints,1605,,
"Imara, Inc.","Imara, Inc.",1606,,
"Immatics US, Inc.","Immatics US, Inc.",1607,,
ImmuPharma,ImmuPharma,1608,,
"ImmunGene, Inc.","ImmunGene, Inc.",1609,,
Immune Design,Immune Design,1610,,
Immune Tolerance Network (ITN),Immune Tolerance Network (ITN),1611,,
Immunic AG,Immunic AG,1612,,
Immunicum AB,Immunicum AB,1613,,
ImmunoGen and MorphoSys,ImmunoGen/MorphoSys,1615,Changed,
"ImmunoGen, Inc.",ImmunoGen,1614,Changed,
"ImmunoVaccine Technologies, Inc. (IMV Inc.)","ImmunoVaccine Technologies, Inc. (IMV Inc.)",1616,,
Immunoclin Ltd,Immunoclin Ltd,1617,,
Immunocore Ltd,Immunocore Ltd,1618,,
"Immunogenics, LLC","Immunogenics, LLC",1619,,
"Immunomedics, Inc.","Immunomedics, Inc.",1620,,
Immuron Ltd.,Immuron Ltd.,1621,,
"ImmusanT, Inc.","ImmusanT, Inc.",1622,,
Immutep S.A.,Immutep S.A.,1623,,
Impel NeuroPharma Inc.,Impel NeuroPharma Inc.,1624,,
Imperial College London,Imperial College of London,1625,Changed,
Imperial College of London,Imperial College of London,1625,,
Implicit Bioscience,Implicit Bioscience,1626,,
"Imprimis Pharmaceuticals, Inc.","Imprimis Pharmaceuticals, Inc.",1627,,
ImproveCareNow (ICN),ImproveCareNow (ICN),1628,,
"Imvax, Inc.","Imvax, Inc.",1629,,
InCarda Therapeutics Australia Pty Ltd.,InCarda Therapeutics Australia Pty Ltd.,1630,,
"InClin, Inc.","InClin, Inc.",1631,,
InSite Vision,InSite Vision,1632,,
"Incline Therapeutics, Inc.","Incline Therapeutics, Inc.",1633,,
Incysus,Incysus,1634,,
Incyte Biosciences International Sàrl,Incyte Biosciences International Sàrl,1636,,
Incyte Corp.,Incyte,1635,Changed,
Incyte Corporation,Incyte,1635,Changed,
Incyte Pharmaceuticals,Incyte,1635,Changed,
Indian Health Service,Indian Health Service,1637,,
Indiana University,Indiana University,1638,,University
Indiana University Melvin and Bren Simon Cancer Center,Indiana University Melvin and Bren Simon Cancer Center,1639,,University
Indiana University School of Medicine,Indiana University School of Medicine,1640,,University
Indivior Inc.,Indivior Inc.,1641,,
Indonesia University,Indonesia University,1642,,University
Infectious Diseases Clinical Research Program,Infectious Diseases Clinical Research Program,1643,,
"Infectious Diseases Institute, Uganda","Infectious Diseases Institute, Uganda",1644,,
"Infectious Diseases Physicians, Inc.","Infectious Diseases Physicians, Inc.",1645,,
InflaRx GmbH,InflaRx GmbH,1646,,
Inflamax Research Incorporated,Inflamax Research Incorporated,1647,,
Inflammatory Breast Cancer Network Foundation,Inflammatory Breast Cancer Network Foundation,1648,,
"Informed Data Systems, Inc.","Informed Data Systems, Inc.",1649,,
"Infuseon Therapeutics, Inc.","Infuseon Therapeutics, Inc.",1650,,
Innate Pharma,Innate Pharma,1651,,
Inner-City Asthma Consortium,Inner-City Asthma Consortium,1652,,
InnoPharmax Inc.,InnoPharmax Inc.,1653,,
Innocoll,Innocoll,1654,,
Innocrin Pharmaceutical,Innocrin Pharmaceutical,1655,,
Innovaderm Research Inc.,Innovaderm Research Inc.,1656,,
Innovate Biopharmaceuticals,Innovate Biopharmaceuticals,1657,,
"Innovation Pharmaceuticals, Inc.","Innovation Pharmaceuticals, Inc.",1658,,
Innovative Medicines Initiative,Innovative Medicines Initiative,1659,,
Innovative Medicines Initiative (IMI) COMBACTE-CARE (EU),Innovative Medicines Initiative,1659,Changed,
Innovative Medicines Initiative and COMBACTE-NET,Innovative Medicines Initiative,1659,Changed,
Innovative Therapies For Children with Cancer Consortium,Innovative Therapies For Children with Cancer Consortium,1660,,
Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,1661,,
Inova Fairfax Hospital,Inova Fairfax Hospital,1662,,
Inova Health Care Services,Inova Health Care Services,1663,,
Inovio Pharmaceuticals,Inovio Pharmaceuticals,1664,,
"Insight Therapeutics, LLC","Insight Therapeutics, LLC",1665,,
Insmed Incorporated,Insmed Incorporated,1666,,
"Instat Consulting, Inc.","Instat Consulting, Inc.",1667,,
Instat services,Instat services,1668,,
Institut Bergonié,Institut Bergonié,1669,,
Institut Curie,Institut Curie,1670,,
Institut Jules Bordet/Clinical Trials Support Unit (IJB/CTSU),Institut Jules Bordet/Clinical Trials Support Unit (IJB/CTSU),1671,,
"Institut National de la Santé Et de la Recherche Médicale, France","Institut National de la Santé Et de la Recherche Médicale, France",1672,,
Institut Paoli-Calmettes,Institut Paoli-Calmettes,1673,,
"Institut de Myologie, France","Institut de Myologie, France",1674,,
Institut de Recherches Internationales Servier,Institut de Recherches Internationales Servier,1675,,
Institut du Cancer de Montpellier - Val d'Aurelle,Institut du Cancer de Montpellier - Val d'Aurelle,1676,,
Institut fuer Frauengesundheit,Institut fuer Frauengesundheit,1677,,
"Institute for Advanced Medical Research, Alpharetta, GA","Institute for Advanced Medical Research, Alpharetta, GA",1678,,
Institute for Clinical Effectiveness and Health Policy,Institute for Clinical Effectiveness and Health Policy,1679,,
"Institute for Oncology and Radiology Serbia, Belgrade","Institute for Oncology and Radiology Serbia, Belgrade",1680,,
"Institute of Cardiometabolism and Nutrition, France","Institute of Cardiometabolism and Nutrition, France",1681,,
Institute of Hematology & Blood Diseases Hospital,Institute of Hematology & Blood Diseases Hospital,1682,,
"Instituto Grifols, S.A.","Instituto Grifols, S.A.",1683,,
"Instituto Valenciano de Infertilidad, IVI VALENCIA","Instituto Valenciano de Infertilidad, IVI VALENCIA",1684,,
Instituto de Salud Carlos III,Instituto de Salud Carlos III,1685,,
Intarcia Therapeutics,Intarcia Therapeutics,1686,,
Intas Pharmaceuticals Limited,Intas Pharmaceuticals Limited,1687,,
Intec Pharma Ltd.,Intec Pharma Ltd.,1688,,
Integrated Medical Development,Integrated Medical Development,1689,,
Integrium,Integrium,1690,,
"Intelligent Automation, Inc.","Intelligent Automation, Inc.",1691,,
"Intensity Therapeutics, Inc.","Intensity Therapeutics, Inc.",1692,,
Intercept Pharmaceuticals,Intercept Pharmaceuticals,1693,,
"Intermountain Health Care, Inc.","Intermountain Health Care, Inc.",1694,,
International AIDS Vaccine Initiative,International AIDS Vaccine Initiative,1695,,
International CTEPH Association,International CTEPH Association,1696,,
"International Cancer Research Group, United Arab Emirates","International Cancer Research Group, United Arab Emirates",1697,,
"International Centre for Diarrhoeal Disease Research, Bangladesh","International Centre for Diarrhoeal Disease Research, Bangladesh",1698,,
International Myeloma Foundation,International Myeloma Foundation,1699,,
"International Partnership for Microbicides, Inc.","International Partnership for Microbicides, Inc.",1700,,
International Rett Syndrome Foundation,International Rett Syndrome Foundation,1701,,
Intersect ENT,Intersect ENT,1702,,
"InterveXion Therapeutics, LLC","InterveXion Therapeutics, LLC",1703,,
"Intezyne Technologies, Inc.","Intezyne Technologies, Inc.",1704,,
"Intra-Cellular Therapies, Inc.","Intra-Cellular Therapies, Inc.",1705,,
Intrexon Corporation,Intrexon Corporation,1706,,
Invectys,Invectys,1707,,
InventisBio Inc.,InventisBio Inc.,1708,,
Inventiv Health,Inventiv Health,1709,,
Inventiva Pharma,Inventiva Pharma,1710,,
"Invenux, LLC","Invenux, LLC",1711,,
Invicro,Invicro,1712,,
Inviragen Inc.,Inviragen Inc.,1713,,
"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",1714,,
"Iovance Biotherapeutics, Inc.","Iovance Biotherapeutics, Inc.",1715,,
Ipsen,Ipsen,1716,,
Ira Fox,Ira Fox,1717,,
Iraj Sabahi Research Inc.,Iraj Sabahi Research Inc.,1718,,
Iran Hepatitis Network,Iran Hepatitis Network,1719,,
"Ironwood Pharmaceuticals, Inc.","Ironwood Pharmaceuticals, Inc.",1720,,
Isaac E. Hall,Isaac E. Hall,1721,,
Istanbul University,Istanbul University,1722,,University
"Istari Oncology, Inc.","Istari Oncology, Inc.",1723,,
Istituto Toscano Tumori - Centro per il Coordinamento delle Sperimentazioni Cliniche,Istituto Toscano Tumori - Centro per il Coordinamento delle Sperimentazioni Cliniche,1724,,
Italfarmaco,Italfarmaco,1725,,
"Iterum Therapeutics, US Limited","Iterum Therapeutics, US Limited",1726,,
Ivan O. Rosas,Ivan O. Rosas,1727,,
Ivoclar Vivadent AG,Ivoclar Vivadent AG,1728,,
Ivonne Schulman,Ivonne Schulman,1729,,
Ixaltis SA,Ixaltis SA,1730,,
Ixchelsis Limited,Ixchelsis Limited,1731,,
J&M Shuler,J&M Shuler,1732,,
J&S Studies Pharmaceutical,J&S Studies Pharmaceutical,1733,,
"JDP Therapeutics, Inc.","JDP Therapeutics, Inc.",1734,,
JHSPH Center for Clinical Trials,JHSPH Center for Clinical Trials,1735,,
JMI Capital Group,JMI Capital Group,1736,,
JW Pharmaceutical,JW Pharmaceutical,1737,,
Jackson Health System,Jackson Health System,1738,,
Jacobi Medical Center,Jacobi Medical Center,1739,,
"Jacobio Pharmaceuticals Co., Ltd.","Jacobio Pharmaceuticals Co., Ltd.",1740,,
Jacobus Pharmaceutical,Jacobus Pharmaceutical,1741,,
"Jacqueline Garcia, MD","Jacqueline Garcia, MD",1742,,Doctor
Jaeb Center for Health Research,Jaeb Center for Health Research,1743,,
James B. and Lois R. Archer Charitable Foundation,James B. and Lois R. Archer Charitable Foundation,1744,,
James Davis,James Davis,1745,,Doctor
"James G. Krueger, MD, PhD","James G. Krueger, MD, PhD",1746,,Doctor
James J Lee,James J Lee,1747,,Doctor
James J. Peters Veterans Affairs Medical Center,James J. Peters Veterans Affairs Medical Center,1748,,
"James Larner, MD","James Larner, MD",1749,,Doctor
James M. McKiernan,James M. McKiernan,1750,,Doctor
James Murrough,James Murrough,1751,,Doctor
James P. Wilmot Cancer Center,James P. Wilmot Cancer Center,1752,,
James Whitcomb Riley Hospital for Children,James Whitcomb Riley Hospital for Children,1753,,
James and Esther King Biomedical Research Program,James and Esther King Biomedical Research Program,1754,,
Janssen Biologics BV,Janssen,1755,Changed,
"Janssen Biotech, Inc.",Janssen,1755,Changed,
Janssen Inc.,Janssen,1755,Changed,
Janssen Pharmaceutica,Janssen,1755,Changed,
"Janssen Pharmaceutica N.V., Belgium",Janssen,1755,Changed,
Janssen Pharmaceutical K.K.,Janssen,1755,Changed,
Janssen Pharmaceuticals,Janssen,1755,Changed,
"Janssen Research & Development, LLC",Janssen,1755,Changed,
Janssen Research and Development,Janssen,1755,Changed,
Janssen Sciences Ireland UC,Janssen,1755,Changed,
"Janssen Scientific Affairs, LLC",Janssen ,1756,Changed,
"Janssen Services, LLC",Janssen,1755,Changed,
Janssen Vaccines & Prevention B.V.,Janssen,1755,Changed,
"Janssen, LP",Janssen,1755,Changed,
Janssen-Cilag International NV,Janssen,1755,Changed,
Janssen-Cilag Ltd.,Janssen,1755,Changed,
Janssen-Cilag div. of Johnson&Johnson SE,Janssen,1755,Changed,
"Jason Ahee, M.D.","Jason Ahee, M.D.",1757,,Doctor
"Jason Lang, M.D., M.P.H.","Jason Lang, M.D., M.P.H.",1758,,Doctor
Jason McMullan,Jason McMullan,1759,,Doctor
Jason Robert Gotlib,Jason Robert Gotlib,1760,,Doctor
Jason Sperry,Jason Sperry,1761,,Doctor
Jason Winnick,Jason Winnick,1762,,Doctor
Jawaharlal Nehru Medical College,Jawaharlal Nehru Medical College,1763,,
Jay S. Skyler,Jay S. Skyler,1764,,
Jazz Pharmaceuticals,Jazz Pharmaceuticals,1765,,
Jean Brown Research,Jean Brown Research,1766,,
Jean Yuh Tang,Jean Yuh Tang,1767,,
"Jeanne Drisko, MD, CNS, FACN","Jeanne Drisko, MD, CNS, FACN",1768,,Doctor
"Jeff Taekman, M.D.","Jeff Taekman, M.D.",1769,,Doctor
"Jeffrey B. Travers, MD, PhD","Jeffrey B. Travers, MD, PhD",1770,,Doctor
Jeffrey Bluestone,Jeffrey Bluestone,1771,,Doctor
Jeffrey Clarke,Jeffrey Clarke,1772,,Doctor
Jeffrey J Crowley MD,Jeffrey J Crowley MD,1773,,Doctor
"Jeffrey J. Walline, OD PhD","Jeffrey J. Walline, OD PhD",1774,,Doctor
Jeffrey L Segar,Jeffrey L Segar,1775,,Doctor
Jeffrey N. Bruce,Jeffrey N. Bruce,1776,,Doctor
Jennifer Amengual,Jennifer Amengual,1777,,
Jennifer E. Schwartz,Jennifer E. Schwartz,1778,,
Jennifer Shepherd,Jennifer Shepherd,1779,,
Jennifer Woyach,Jennifer Woyach,1780,,
"Jenny C. Chang, MD","Jenny C. Chang, MD",1781,,Doctor
"Jenny Tong, MD, MPH","Jenny Tong, MD, MPH",1782,,Doctor
Jerry R. Mendell,Jerry R. Mendell,1783,,
Jerry Zimmerman,Jerry Zimmerman,1784,,
Jersey Shore Medical Center (Hackensack Meridian),Jersey Shore Medical Center (Hackensack Meridian),1785,,
Jessica Burris,Jessica Burris,1786,,Doctor
"Jessica Harder, MD","Jessica Harder, MD",1787,,Doctor
Jessica Tarleton,Jessica Tarleton,1788,,Doctor
Jewish General Hospital,Jewish General Hospital,1789,,
Jian-Min Yuan,Jian-Min Yuan,1790,,
"Jiangsu HengRui Medicine Co., Ltd.","Jiangsu HengRui Medicine Co., Ltd.",1791,,
Jimmy Hwang,Jimmy Hwang,1792,,
Jina Pharmaceuticals Inc.,Jina Pharmaceuticals Inc.,1793,,
Jinhua Central Hospital,Jinhua Central Hospital,1794,,
Jo Chien,Jo Chien,1795,,
Joanne Jeter,Joanne Jeter,1796,,Doctor
"Joanne Kurtzberg, MD","Joanne Kurtzberg, MD",1797,,Doctor
Joaquina Baranda,Joaquina Baranda,1798,,
Jody Dushay,Jody Dushay,1799,,
Joe DiMaggio Children's Hospital,Joe DiMaggio Children's Hospital,1800,,
Joe Springer,Joe Springer,1801,,
Joel Neal,Joel Neal,1802,,
John C Burnett,John C Burnett,1803,,Doctor
John D. Dingell VA Medical Center,John D. Dingell VA Medical Center,1804,,
John E. Eaton,John E. Eaton,1805,,Doctor
John E. Levine,John E. Levine,1806,,Doctor
John H. Stroger Hospital,John H. Stroger Hospital,1807,,
John Hays,John Hays,1808,,Doctor
"John Huang, MD","John Huang, MD",1809,,Doctor
